celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Airn,-307.6526555685888,-0.494987924359859,0,0,0.304145645199193,2630
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Fhl2,307.6526555685888,0.496572117949245,0,0,0.577622542638797,2863
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Gm57283,228.91269824427894,2.5324334495802,1.2226488838299499e-229,2.7399561486629095e-226,0.848078940466824,1271
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Blcap,-224.48466398244776,-0.215012890970851,3.2759405932528494e-225,5.5060371521097186e-222,0.455204216073781,253
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Pdk4,-166.29971940429468,-0.377772431446999,5.015111530678629e-167,6.7433189641504885e-164,0.475527675969927,1917
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ankrd1,-139.78254890984843,-0.143056220030201,1.6498751834188497e-140,1.84868514302083e-137,0.45726225486636,1069
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Cebpb,-132.88438114289204,-0.456954888345085,1.3050250772137898e-133,1.2533833705869e-130,0.409111268269684,606
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Acsm5,-123.77774638147152,-2.80328142747118,1.6682211329953899e-124,1.401931334641e-121,0.121572104018913,846
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Malat1,-121.96509333687716,-0.257523329454529,1.08369398570493e-122,8.09519407321586e-120,0.456656749641212,2872
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Gpcpd1,106.21771561351781,0.103349117436174,6.057373963437728e-107,4.0723725156191896e-104,0.507170857506126,2753
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Myocd,-104.90905609849176,-0.221199268380702,1.23294556145213e-105,7.53553909967516e-103,0.462006620512988,2777
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Tsnax,103.93369930453609,2.19012548605807,1.16493232247062e-104,6.52653333664166e-102,0.830306650736758,837
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ccnl1,-102.78078737560577,-0.18544558677869,1.65658080333806e-103,8.56707133910908e-101,0.485674353598882,954
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Gm40124,-101.94068413877605,-3.59521259741491,1.1463463730068899e-102,5.504919046946639e-100,0.0609056277056276,1375
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Kcnip4,-101.56234867963416,-0.987918376165939,2.7393739426359898e-102,1.22778740108945e-99,0.234810725007907,823
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ppargc1a,97.81589233027613,0.427930133959425,1.5279448173799797e-98,6.42023312952852e-96,0.550256236273978,2289
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Tcp1,0,0,4.7825385070125094e-94,1.8913533166261799e-91,0.5,217
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Gm11734,89.80900455927758,1.98831819495236,1.55237071289138e-90,5.798104612649321e-88,0.832730923694779,249
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ddx5,-86.64276361520001,-0.120762850406517,2.27633609453802e-87,8.05463555977847e-85,0.474772149215769,1348
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ptpn4,83.89234551333841,0.0273387085905106,1.28131079967156e-84,4.30712625309595e-82,0.505042190358176,807
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Srsf2,-78.64388978560106,-0.0928561000205579,2.2704409668184802e-79,7.2686545809146e-77,0.482854141924938,1356
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Pla2g4e,78.55219983716619,3.54824088559515,2.8041430368353e-79,8.56920619847442e-77,0.926595110316041,559
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Proser2,-78.44507315986426,-2.72436555738657,3.5886147689223205e-79,1.0489676996288998e-76,0.136284688841889,743
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Sik1,77.82752506810428,0.31060008908585,1.48756150740426e-78,4.16703167261618e-76,0.555028967715535,737
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Pdzrn3,-75.01064026735568,-0.433540085505273,9.757975708481869e-76,2.6241148275249402e-73,0.42007684060036,2274
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ppp1cb,73.64596255015594,0.152239194426002,2.25963061305028e-74,5.84288331212964e-72,0.5330743618202,901
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Plscr2,73.34226441154902,0.499363090911029,4.54711134036928e-74,1.13223072375195e-71,0.590711701734958,1075
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Kpna1,72.15623001976661,0.181139788938239,6.97862690123155e-73,1.6756181663207e-70,0.521232004429679,860
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Gm14964,71.38439154357017,2.8422605370058,4.12675281713048e-72,9.5669514446787e-70,0.917906976744186,215
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Rsrc2,71.0130952436377,0.0160220177243424,9.70297151360183e-72,2.17443591619817e-69,0.49547818586748,1233
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Ccnl2,70.68475968152674,0.0956426711370035,2.0665233579005e-71,4.48168920489196e-69,0.514048510201086,1514
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Zfp697,69.43932181778905,3.15721394969276,3.6364547029961695e-70,7.63996405257601e-68,0.906521093285799,561
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Usp24,67.95543178988343,0.208227595722634,1.10807258514252e-68,2.25744605754943e-66,0.530798509880142,1470
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Atp5f1b,67.88083111696032,0.352180422395184,1.31573637993194e-68,2.60167520067131e-66,0.563818597304836,1417
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Tef,65.88489476132851,0.0114500207435382,1.30348260138795e-66,2.50380386546605e-64,0.505542203422419,1486
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Myh6,65.35597668316403,0.4563542128571,4.40578517091114e-66,8.22780380667656e-64,0.575401695876124,2859
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Hspa8,-65.18965394468417,-0.0874628412503391,6.46168905432555e-66,1.17410636519542e-63,0.487035393867692,644
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Mef2d,-64.80640292158303,-0.522963175566137,1.56169808738479e-65,2.7629726951283997e-63,0.408511617207269,1449
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Asb18,64.67672949846417,3.09854988940536,2.10508919222732e-65,3.62884990752418e-63,0.894873633267611,797
Cardiomyocyte,F1_Aged,Cardiomyocyte__F1_Aged,Clk1,64.51258152470808,0.0448793788238637,3.07198064637383e-65,5.16323147139282e-63,0.502343109429202,1510
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Fhl2,307.6526555685888,0.348634075992171,0,0,0.553222562306999,2764
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Cebpb,-256.2236080355926,-0.372252632782047,5.97574372912368e-257,1.91671980111642e-253,0.426451310861423,356
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ppargc1a,232.9391338114269,0.193639939180283,1.15044586792739e-233,2.4600367475847298e-230,0.538082152194252,2389
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Tcp1,-207.67586729685215,-0.096215315259303,2.10927256141065e-208,3.3827458703623196e-205,0.491035856573705,251
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Ankrd1,-115.141795058436,-0.459774016892349,7.21447846780805e-116,9.25617587419773e-113,0.41491466912044,918
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Gm40124,-111.0082216583815,-3.20998256843768,9.8124699920136e-112,1.04911658331279e-108,0.0851339053562144,1282
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Malat1,-110.02978083975916,-0.227774857764659,9.33725372527364e-111,8.55692609251863e-108,0.460180657800995,2770
Cardiomyocyte,F1_Young,Cardiomyocyte__F1_Young,Pcp4l1,-103.95288451975168,-0.849757364419387,1.1145908673569499e-104,8.93762551761856e-102,0.323076923076923,195
